"|","|__date","|__Aqua","|__year","|__Air Panas+gula","|__Test Food","|__tea float","|__Orange Float","|__Ayam Goreng","|__test food","|__Kopi Susu","|__sosis 1rb","|__sosis goreng","|__Sop","|__test2","|__Nasi Telur ","|__Nasi Bungkus","|__Tahu Tek","|__es batu","|__Krupuk","|__Kentang Goreng","|__voucher 15.000","|__Spaghetti","|__Teh Panas","|__french fries ","|__ayam geprek","|__Ayam Geprek (Tanpa Nasi)","|__SebLak Muzam","|__Mie Keriting","|__Nasi Goreng","|__kerupuk udang","|__tahu crispy","|__telur mata sapi","|__voucher 11000","|__Sosis","|__Telur Mata Sapi","|__Tahu Tek ","|__Club","|__Seblak AsLi","|__Isoplus","|__NasBung B","|__Pisang G","|__Sprite","|__Fanta","|__Nasi Pindang","|__Nasi Telur","|__Es Buah","|__Mie (Tanpa Telur)","|__Ayam Silep (tanpa nasi)","|__Nasi Sosis Goreng","|__ayam silep","|__Floridina","|__Coca-Cola","|__Sosis Naget","|__month","|__Es Kopi Durian","|__Sereal","|__Frestea","|__Aqua 600ml","|__Mie Ayam","|__NasBung A","|__Kopi Hitam","|__soto ayam","|__tahu ranjau","|__gorengan","|__nasi ayam silep","|__Es Milo","|__ES","|__Nasi Bungkus ","|__Soto","|__Masak Mie ","|__Air Mineral","|__Kerupuk ","|__Es Krim","|__Jeruk Hangat","|__Kerupuk","|__Coca Cola Float","|__Sayur Asem Tempe Goreng","|__Es Chocolatos","|__Nasi Putih ","|__Ayam Geprek","|__Nasi Sosis","|__Tahu Krispy","|__Sayur Asem Lele","|__soto","|__Masak Mie","|__Sosis 1rb","|__voucher 15000","|__Es Salju","|__Es Cendol","|__sebLak 375","|__Popmie","|__Teh Pucuk Harum","|__Nasi Ayam","|__Kentang G","|__Tahu G","|__Milo","|__Siomay","|__Cireng isi","|__Mie","|__Penyetan Dadar","|__Voucher","|__Coffee Float","|__Sayur Sop Tempe Goreng","|__Sayur Sop Ayam Goreng","|__Aneka Kopi","|__Cireng Isi","|__Masak Mie+Telur","|__Penyetan Telur ","|__Penyetan Lele","|__Pecel Tempe","|__Penyetan Ayam ","|__Es Batu/air panas","|__sayur Asem lele","|__sosis 1rb ","|__tes","|__Ayam Silep","|__Ayam Silep (Tanpa nasi)","|__Es Salju (Slushy)","|__sosis","|__Es Dawet Cincau","|__Es Teh","|__Tea Float","|__mie","|__Es Batu","|__Sosis 1rb ","|__Nasi Putih","|__air gelas","|__Penyetan Tempe","|__Kuah Sop ","|__Air Panas","|__Es krim","|__Es Jeruk","|__brengkesan pindang","|__Sayur Asem Telur Goreng","|__Penyetan Ikan Asin","|__Es Kopi","|__Chocolatos Float","|__Mie Tanpa Telur","|__French Fries","|__nasi goreng","|__masak mie+telur","|__ayam silep (tanpa nasi)","|__nasi sosis goreng ","|__masak mie","|__nasi putih","|__nasi telur","|__Lele goreng","|__Gorengan ","|__Telor Matasapi","|__total","|__Risol Mayo","|__Pisang Coklat Keju","|__Chocolatos Panas","|__Kuah Sop","|__penyetan lele","|__mie tanpa telur","|__cireng ","|__Test","|__jeruk hangat","|__cireng isi","|__jus mangga","|__Masak Mie + Telur","|__Sosis Goreng","|__Sayur Sop Telur Goreng","|__Tahu Telur","|__Tes","|__test","|__test minuman2","|__Es Dawet","|__Bakso","|__Gorengan","|__Sayur Asem Dadar","|__Es Kopi/chocolatos","|__Sayur Asem Ayam Goreng","|__Sebak 375","|__timestamp___seconds","|__timestamp___nanoseconds","|__customerNumber","|__-","|__Voucher Rp11000","|__cireng jumbo","|__Teh Hangat"
"2023-09-14","2023-09-14","","2023","","","","","","","3","","","","","","1","","","","9","","","6","","","","","","6","","","","","","","","","","","","","","","","2","","2","","1","","","","","2023-09","","","","","","","","","","","","","","","19","","6","","","","","","","","","","","11","","","","","","","","","","","","","","","1","","13","","","","","","","","","","","","","","","","","2","","11","","","41","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","792000","","","","","","","","1","","","","","3","","","","","","","6","46","","","","","1694681560","468000000","60","","","",""
"2023-09-15","2023-09-15","","2023","","","","","","","1","","","","","","","","1","","14","","","1","","","","","","10","","","","","","","","","","","","","","","","4","","2","","2","","","","","2023-09","","","","","","","1","","","","","9","","","20","","3","","","","","","","","","5","","10","","","","","","","","","","","","","","","1","","30","","","","","","","","","","","","","","","","","14","","7","","","54","","","","","2","","","","","17","","","","","","","","","","","","","","","","","","","1166000","","","","","","","","1","","","","","1","","","","","","","","48","","","","","1694767369","882000000","105","","","",""
"2023-09-16","2023-09-16","","2023","","","","","","","","","","","","","3","","2","","8","","","4","","","","","","","","","","","","","","","","","","","","","","1","","3","","","","","","","2023-09","","","","","","","3","","","","","10","","","26","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","7","","7","","","39","","","","","1","","","","","3","","","","","","","","","","","","","","","","","","","775000","","","","","","","","1","","","","","3","","","","","","","","29","","","","","1694852269","213000000","45","","","",""
"2023-09-17","2023-09-17","","2023","","","","","","","","","","","","","6","","","","6","","","3","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","2023-09","","","","","","","1","","","","","17","","","20","","5","","","","","","","","","","","12","","","","","","","","","","","","","","","4","","7","","","","","","","","","","","","","","","","","1","","12","","","30","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","715000","","","","","","","","1","","","","","4","","","","","","","","29","","","","","1694938203","391000000","61","","","",""
"2023-09-18","2023-09-18","","2023","","","","","","","","","","","","","4","","","","8","","","6","","","","","","","","","","","","","","","","","","","","","","1","","4","","4","","","","","2023-09","","","","","","","2","","","","","","","","21","","8","","","","","","","","","","","5","","","","","","","","","","","","","","","2","","6","","","","","","","","","","","","","","","","","10","","6","","","40","","","","","1","","","","","5","","","","","","","","","","","","","","","","","","","747000","","","","","","","","","","","","","6","","","","","","","","34","","","","","1695027682","819000000","65","","","",""
"2023-09-19","2023-09-19","","2023","","","","","","","1","","","","","","2","1","","","1","","","1","","","","","","4","","","","","","","","","","","","","","","","1","","2","","","","","","","2023-09","","","","","","","3","","","","","","","","33","","4","","","","","","","","","","","11","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","5","","3","","","43","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","712000","","","","","","","","2","","","","","2","","","","","","","","48","","","","","1695112533","195000000","14","","","",""
"2023-09-20","2023-09-20","","2023","","","","","","","1","","","","","","1","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","1","","5","","","","","","","2023-09","","","","","","","6","","","","","","","","17","","2","","","","","","","","","","","7","","","","","","","","","","","","","","","17","","12","","","","","","","","","","","","","","","","","7","","3","","","63","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","1030000","","","","","","","","1","","","","","4","","","","","","","21","37","","","","","1695200807","123000000","51","","","",""
"2023-09-21","2023-09-21","","2023","","","","","","","1","","","","","","3","","","","1","","","13","","","","","","","","","","","","","","","","","","","","","","2","","4","","2","","","","","2023-09","","","","","","","4","","","","","","","","25","","5","","","","","","","","","","","25","","","","","","","","","","","","","","","5","","16","","","","","","","","","","","","","","","","","9","","6","","","62","","","","","1","","","","","21","","","","","","","","","","","","","","","","","","","1119000","","","","","","","","1","","","","","4","","","","","","","6","38","","","","","1695285043","120000000","71","","","",""
"2023-09-22","2023-09-22","","2023","","","","","","","1","","","","","","","","3","","","","","3","","","1","","","8","","","","","","1","","","","","","","","","","3","","2","","","","","","","2023-09","","","","","","","7","","","","","5","","","20","","7","","","","","","","","","3","","18","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","8","1","19","","","79","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","1214000","","","","","","","","1","","","","","10","","","","","","","8","60","","","","","1695370104","817000000","100","","","",""
"2023-09-23","2023-09-23","","2023","","","","","","","1","","","","","","1","","","","6","","","1","","","","","","","","","","","","","","","","","","","","","","4","","","","1","","","","","2023-09","","","","","","","1","","","","","7","","","9","","5","","","","","","","","","","","6","","","","","","","","","","","","","","","4","","6","","","","","","","","","","","","","","","","","6","","2","","","11","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","487000","","","","","","","","1","","","","","2","","","","","","","3","20","","","","","1695457499","423000000","41","","","",""
"2023-09-25","2023-09-25","","2023","","","","","","","","","","","","","2","","","","2","","","1","","","","","","","","","","","","1","","","","","","","","","","1","","1","","","","","","","2023-09","","","","","","","","","","","","","","","12","","3","","","","","","","","","","","8","","","","","","","","","","","","","","","3","","13","","","","","","","","","","","","","","","","","11","","4","","","25","","","","","3","","","","","4","","","","","","","","","","","","","","","","","","","543000","","","","","","","","","","","","","","","","","","","","3","7","","","","","1695630748","996000000","53","","","",""
"2023-09-26","2023-09-26","","2023","","","","","","","","","","","","","2","","","","4","","","1","","","","","","3","","","","","","","","","","","","","","","","1","","","","2","","","","","2023-09","","","","","","","1","","","","","","","","8","","1","","","","","","","","","","","3","","","","","","","","","","","","","","","1","","6","","","","","","","","","","","","","","","","","3","","2","","","19","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","374000","","","","","","","","","","","","","7","","","","","","","","22","","","","","1695717115","878000000","42","","","",""
"2023-09-27","2023-09-27","","2023","","","","","","","","","","","","","1","","","","7","","","1","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","2023-09","","","","","","","1","","","","","","","","12","","","","","","","","","","","","","6","","","","","","","","","","","","","","","2","","6","","","","","","","","","","","","","","","","","5","","4","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391000","","","","","","","","","","","","","2","","","","","","","","6","","","","","1695800154","57000000","40","","","",""
"2023-09-28","2023-09-28","","2023","","","","","","","","","","","","","","","1","","10","","","3","","","","","","7","","","","","","","","","","","","","","","","1","","","","2","","","","","2023-09","","","","","","","","","","","","9","","","9","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","11","","4","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545000","","","","","","","","","","","","","1","","","","","","","","40","","","","","1695890131","434000000","37","","","",""
"2023-09-29","2023-09-29","","2023","","","","","","","","","","","","","","","","","7","","","","","","1","","","9","","","","","","","","","","","","","","","","1","","5","","2","","","","","2023-09","","","","","","","1","","","","","10","","","26","","","","","","","","","","","5","","15","","","","","","","","","","","","","","","","","41","","","","","","","","","","","","","","","","","14","2","13","","","67","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","1299000","","","","","","","","","","","","","4","","","","","","","","40","","","","","1695973078","1000000","104","","","",""
"2023-09-30","2023-09-30","","2023","","","","","","","","","","","","","3","","","","5","","","6","","","","","","5","","","","","","1","","","","","","","","","","4","","2","","2","","","","","2023-09","","","","","","","","","","","","7","","","16","","","","","","","","","","","3","","9","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","6","","5","","","36","","","","","1","","","","","6","","","","","","","","","","","","","","","","","","","729000","","","","","","","","17","","","","","3","","","","","","","","38","","","","","1696076170","616000000","74","","","",""
"2023-10-01","2023-10-01","","2023","","","","","","","2","","","","","","4","0","","","1","","","1","","","","","","4","","","","","","1","","","","","","","","","","4","","","","","","","","","2023-10","","","","","","","10","","","","","13","","","12","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","3","","","26","","","","","2","","","","","2","","","","","","","","","","","","","","","","","","","570000","","","","","","","","1","","","","","3","","","","","","","","36","","","","","1696148674","672000000","54","","","",""
"2023-10-02","2023-10-02","","2023","","","","","","","","","","","","","3","","1","","3","","","1","","","","","","","","","","","","","","","","","","","","","","","","7","","3","","","","","2023-10","","","","","","","2","","","","","","","","17","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","6","","8","","","32","","","","","","","","","","18","","","","","","","","","","","","","","","","","","","616000","","","","","","","","","","","","","","","","","","","","","30","","","","","1696234739","724000000","47","","","",""
"2023-10-03","2023-10-03","","2023","","","","","","","","","","","","","4","","","","3","","","2","","","","","","5","","","","","","","","","","","","","","","","2","","3","","","","","","","2023-10","","","","","","","1","","","","","","","","16","","","","","","","","","","","","","4","","","","","","","","","","","","","","","3","","9","","","","","","","","","","","","","","","","","2","","6","","","22","","","","","1","","","","","3","","","","","","","","","","","","","","","","","","","516000","","","","","","","","","","","","","2","","","","","","","","36","","","","","1696318415","630000000","53","","","",""
"2023-10-04","2023-10-04","","2023","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000","","","","","","","","2","","","","","","","","","","","","","","","","","","1696385119","307000000","2","","","",""
